0.1,0.228041958906665
0.12,0.347156293762112
0.14,0.487720412115459
0.16,0.595809016790405
0.19,0.7132895352399
0.22,0.794146484666647
0.26,0.87993926544769
0.3,0.966752659805884
0.36,1.04284773378564
0.42,1.11393919551998
0.48,1.18539174512626
0.55,1.22310097539381
0.667,1.2585611364949
0.75,1.28297203612824
0.8,1.23371638678617
0.9,1.14129433145042
1.1,0.922798180233813
1.3,0.689515487341196
1.5,0.490028113209513
1.7,0.3147533724103
2,0.0878565187802596
2.4,-0.196538462113143
2.8,-0.435751551972878
3.2,-0.6547201384802
3.8,-0.951454540286583
4.6,-1.29823115229482
5.5,-1.66882018913369
6,-1.86572167494607
7.5,-2.36322852790389
8.5,-2.66476956282419
10,-3.04868318105615
