T,Sa
0.01,2.2174692268154423
0.02,2.2736389690608734
0.03,2.4768699010190858
0.05,2.2242985680533924
0.075,2.8060959838169075
0.1,3.7356365947173678
0.15,4.7136896174455
0.2,5.00983642444745
0.25,4.834434433435245
0.3,4.466341045888386
0.4,4.172289354680396
0.5,3.965825825934649
0.75,3.183379756768159
1.0,2.7099991095304237
1.5,1.9525800273222758
2.0,1.506761719573863
3.0,0.9981747572824453
4.0,0.6790154647442317
5.0,0.5077176504746704
7.5,0.2697589921577442
10.0,0.16292125228708373
