T,Sa
0.01,1.2587829498642025
0.02,1.2796752131627642
0.03,1.3569825177547712
0.05,1.3456166468578377
0.075,1.6707933023761674
0.1,2.109212469798923
0.15,2.585532551281567
0.2,2.7730881584754483
0.25,2.808374826016743
0.3,2.7745398372229153
0.4,2.6813137044301363
0.5,2.551598689537829
0.75,2.0465172878282063
1.0,1.7112443084502678
1.5,1.208888291384025
2.0,0.9206200356935667
3.0,0.6055879862375722
4.0,0.4147135633632068
5.0,0.309246572466494
7.5,0.16407776458556664
10.0,0.09903245870968674
