T,Sa
0.01,1.94678275127044
0.02,1.9931319663295295
0.03,2.1616995623784865
0.05,1.985023949137766
0.075,2.496024950825127
0.1,3.2852920876272056
0.15,4.115182961647509
0.2,4.368714212174642
0.25,4.25331084499639
0.3,4.0007442069211985
0.4,3.782331457380806
0.5,3.6016245839421535
0.75,2.897154048581572
1.0,2.4583416400614055
1.5,1.7643000513906029
2.0,1.3577895497951822
3.0,0.8980344137111144
4.0,0.6115395547530639
5.0,0.4568653102647424
7.5,0.24259336027979703
10.0,0.14650756417939004
