T,Sa
0.01,2.358081589409499
0.02,2.419116595372631
0.03,2.6394083389610916
0.05,2.3474344453675906
0.075,2.965640728265361
0.1,3.967750429471554
0.15,5.023477560805514
0.2,5.344017256066667
0.25,5.140293433559146
0.3,4.709599352105846
0.4,4.3713773401836935
0.5,4.15025274359675
0.75,3.326517897324078
1.0,2.835810170900577
1.5,2.0468990144656485
2.0,1.5815045632843068
3.0,1.048516142452089
4.0,0.7129541514935702
5.0,0.5333454741877683
7.5,0.28347035321660236
10.0,0.1712062775275547
