T,Sa
0.01,1.6937774646058512
0.02,1.7305564971501401
0.03,1.86527388838602
0.05,1.756788970449001
0.075,2.200427530852719
0.1,2.858371444590192
0.15,3.552526358327735
0.2,3.774498013657077
0.25,3.719014711380338
0.3,3.563186793886541
0.4,3.402762943948352
0.5,3.2431932961391916
0.75,2.6108893226504772
1.0,2.2067280197714867
1.5,1.5765706654811238
2.0,1.209620189551299
3.0,0.7986731017429329
4.0,0.5446478418118144
5.0,0.4065728139234668
7.5,0.21578910738296744
10.0,0.13030713649254747
