,Tcond,M_bar,Rjb,eps_bar,Vs30,outputDir,outputFile,code,hazard_level
177,0.3,6.6164274,16.24522,0.6867747,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_4.txt,scbf_3_ii,4
178,0.3,6.677277,14.399618,0.8606259,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_5.txt,scbf_3_ii,5
179,0.3,6.7229557,12.995378,1.0101275,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_6.txt,scbf_3_ii,6
180,0.3,6.762092,11.777166,1.1578716,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_7.txt,scbf_3_ii,7
181,0.3,6.787255,10.987445,1.2658377,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_8.txt,scbf_3_ii,8
182,0.3,6.8154936,10.097626,1.4023451,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_9.txt,scbf_3_ii,9
183,0.3,6.834064,9.51278,1.5024706,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_10.txt,scbf_3_ii,10
184,0.3,6.8520656,8.9487505,1.6082438,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_11.txt,scbf_3_ii,11
185,0.3,6.869478,8.409066,1.7190605,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_12.txt,scbf_3_ii,12
186,0.3,6.881556,8.040261,1.8007765,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_13.txt,scbf_3_ii,13
187,0.3,6.8950357,7.6361513,1.8964032,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_14.txt,scbf_3_ii,14
188,0.3,6.9093146,7.21924,2.00229,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_15.txt,scbf_3_ii,15
189,0.3,6.9198174,6.9213676,2.082835,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_16.txt,scbf_3_ii,16
190,0.3,6.9278564,6.699052,2.1458366,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_17.txt,scbf_3_ii,17
191,0.3,6.9422884,6.3132734,2.2616484,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_18.txt,scbf_3_ii,18
192,0.3,6.953464,6.0268965,2.3536625,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_19.txt,scbf_3_ii,19
193,0.3,6.962026,5.8149085,2.4256384,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_20.txt,scbf_3_ii,20
194,0.3,6.9694667,5.635903,2.4893599,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_21.txt,scbf_3_ii,21
195,0.3,6.982043,5.3441377,2.600037,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_22.txt,scbf_3_ii,22
196,0.3,6.991616,5.130843,2.6873903,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_23.txt,scbf_3_ii,23
197,0.3,6.999038,4.9704785,2.7574413,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_24.txt,scbf_3_ii,24
198,0.3,7.0048833,4.8471465,2.8143232,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_25.txt,scbf_3_ii,25
199,0.3,7.041996,4.118556,3.2311757,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_26.txt,scbf_3_ii,26
200,0.3,7.081721,3.4105175,3.9506047,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_27.txt,scbf_3_ii,27
201,0.3,7.0884423,3.2880888,4.160255,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_28.txt,scbf_3_ii,28
202,0.3,7.0902653,3.2534337,4.2291327,260.0,extra/structural_analysis/results/site_hazard/scbf_3_ii/,required_records_hz_29.txt,scbf_3_ii,29
203,0.3,6.1113763,36.553944,-0.40344644,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_1.txt,scbf_3_iv,1
204,0.3,6.3887677,23.35383,0.14600389,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_2.txt,scbf_3_iv,2
205,0.3,6.525673,18.984886,0.45806092,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_3.txt,scbf_3_iv,3
206,0.3,6.6164274,16.24522,0.6867747,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_4.txt,scbf_3_iv,4
207,0.3,6.677277,14.399618,0.8606259,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_5.txt,scbf_3_iv,5
208,0.3,6.7229557,12.995378,1.0101275,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_6.txt,scbf_3_iv,6
209,0.3,6.762092,11.777166,1.1578716,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_7.txt,scbf_3_iv,7
210,0.3,6.787255,10.987445,1.2658377,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_8.txt,scbf_3_iv,8
211,0.3,6.8154936,10.097626,1.4023451,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_9.txt,scbf_3_iv,9
212,0.3,6.834064,9.51278,1.5024706,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_10.txt,scbf_3_iv,10
213,0.3,6.8520656,8.9487505,1.6082438,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_11.txt,scbf_3_iv,11
214,0.3,6.869478,8.409066,1.7190605,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_12.txt,scbf_3_iv,12
215,0.3,6.881556,8.040261,1.8007765,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_13.txt,scbf_3_iv,13
216,0.3,6.8950357,7.6361513,1.8964032,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_14.txt,scbf_3_iv,14
217,0.3,6.9093146,7.21924,2.00229,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_15.txt,scbf_3_iv,15
218,0.3,6.9198174,6.9213676,2.082835,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_16.txt,scbf_3_iv,16
219,0.3,6.9278564,6.699052,2.1458366,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_17.txt,scbf_3_iv,17
220,0.3,6.9422884,6.3132734,2.2616484,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_18.txt,scbf_3_iv,18
221,0.3,6.953464,6.0268965,2.3536625,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_19.txt,scbf_3_iv,19
222,0.3,6.962026,5.8149085,2.4256384,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_20.txt,scbf_3_iv,20
223,0.3,6.9694667,5.635903,2.4893599,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_21.txt,scbf_3_iv,21
224,0.3,6.982043,5.3441377,2.600037,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_22.txt,scbf_3_iv,22
225,0.3,6.991616,5.130843,2.6873903,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_23.txt,scbf_3_iv,23
226,0.3,6.999038,4.9704785,2.7574413,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_24.txt,scbf_3_iv,24
227,0.3,7.0048833,4.8471465,2.8143232,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_25.txt,scbf_3_iv,25
228,0.3,7.041996,4.118556,3.2311757,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_26.txt,scbf_3_iv,26
229,0.3,7.081721,3.4105175,3.9506047,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_27.txt,scbf_3_iv,27
230,0.3,7.0884423,3.2880888,4.160255,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_28.txt,scbf_3_iv,28
231,0.3,7.0902653,3.2534337,4.2291327,260.0,extra/structural_analysis/results/site_hazard/scbf_3_iv/,required_records_hz_29.txt,scbf_3_iv,29
232,0.5,6.186371,41.159878,-0.3833517,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_1.txt,scbf_6_ii,1
233,0.5,6.513656,25.850988,0.04889513,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_2.txt,scbf_6_ii,2
234,0.5,6.6827655,20.493635,0.30477813,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_3.txt,scbf_6_ii,3
235,0.5,6.79181,17.082706,0.48776266,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_4.txt,scbf_6_ii,4
236,0.5,6.864257,14.675897,0.631182,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_5.txt,scbf_6_ii,5
237,0.5,6.9148703,12.891258,0.75393635,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_6.txt,scbf_6_ii,6
238,0.5,6.952431,11.504309,0.866255,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_7.txt,scbf_6_ii,7
239,0.5,6.984629,10.272626,0.98528177,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_8.txt,scbf_6_ii,8
240,0.5,7.005325,9.461424,1.0777917,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_9.txt,scbf_6_ii,9
241,0.5,7.0267487,8.60744,1.191865,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_10.txt,scbf_6_ii,10
242,0.5,7.041073,8.029502,1.2817616,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_11.txt,scbf_6_ii,11
243,0.5,7.053416,7.5277166,1.3704728,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_12.txt,scbf_6_ii,12
244,0.5,7.065764,7.022618,1.4722768,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_13.txt,scbf_6_ii,13
245,0.5,7.073994,6.6842766,1.5490673,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_14.txt,scbf_6_ii,14
246,0.5,7.081185,6.3874383,1.6232651,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_15.txt,scbf_6_ii,15
247,0.5,7.089806,6.029695,1.7227705,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_16.txt,scbf_6_ii,16
248,0.5,7.095807,5.779001,1.800269,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_17.txt,scbf_6_ii,17
249,0.5,7.100209,5.5938916,1.862292,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_18.txt,scbf_6_ii,18
250,0.5,7.1052413,5.380559,1.9395643,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_19.txt,scbf_6_ii,19
251,0.5,7.1105337,5.1534333,2.0296707,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_20.txt,scbf_6_ii,20
252,0.5,7.114306,4.9891505,2.1006553,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_21.txt,scbf_6_ii,21
253,0.5,7.1170864,4.8663077,2.1573567,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_22.txt,scbf_6_ii,22
254,0.5,7.119192,4.7720737,2.2031765,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_23.txt,scbf_6_ii,23
255,0.5,7.1229305,4.6014447,2.2918704,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_24.txt,scbf_6_ii,24
256,0.5,7.1257725,4.4680157,2.3670235,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_25.txt,scbf_6_ii,25
257,0.5,7.1348715,4.001798,2.6819658,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_26.txt,scbf_6_ii,26
258,0.5,7.1423316,3.4697917,3.2117364,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_27.txt,scbf_6_ii,27
259,0.5,7.1435266,3.2123134,3.6166012,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_28.txt,scbf_6_ii,28
260,0.5,7.143305,3.1468186,3.7533872,260.0,extra/structural_analysis/results/site_hazard/scbf_6_ii/,required_records_hz_29.txt,scbf_6_ii,29
261,0.5,6.186371,41.159878,-0.3833517,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_1.txt,scbf_6_iv,1
262,0.5,6.513656,25.850988,0.04889513,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_2.txt,scbf_6_iv,2
263,0.5,6.6827655,20.493635,0.30477813,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_3.txt,scbf_6_iv,3
264,0.5,6.79181,17.082706,0.48776266,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_4.txt,scbf_6_iv,4
265,0.5,6.864257,14.675897,0.631182,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_5.txt,scbf_6_iv,5
266,0.5,6.9148703,12.891258,0.75393635,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_6.txt,scbf_6_iv,6
267,0.5,6.952431,11.504309,0.866255,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_7.txt,scbf_6_iv,7
268,0.5,6.984629,10.272626,0.98528177,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_8.txt,scbf_6_iv,8
269,0.5,7.005325,9.461424,1.0777917,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_9.txt,scbf_6_iv,9
270,0.5,7.0267487,8.60744,1.191865,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_10.txt,scbf_6_iv,10
271,0.5,7.041073,8.029502,1.2817616,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_11.txt,scbf_6_iv,11
272,0.5,7.053416,7.5277166,1.3704728,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_12.txt,scbf_6_iv,12
273,0.5,7.065764,7.022618,1.4722768,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_13.txt,scbf_6_iv,13
274,0.5,7.073994,6.6842766,1.5490673,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_14.txt,scbf_6_iv,14
275,0.5,7.081185,6.3874383,1.6232651,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_15.txt,scbf_6_iv,15
276,0.5,7.089806,6.029695,1.7227705,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_16.txt,scbf_6_iv,16
277,0.5,7.095807,5.779001,1.800269,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_17.txt,scbf_6_iv,17
278,0.5,7.100209,5.5938916,1.862292,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_18.txt,scbf_6_iv,18
279,0.5,7.1052413,5.380559,1.9395643,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_19.txt,scbf_6_iv,19
280,0.5,7.1105337,5.1534333,2.0296707,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_20.txt,scbf_6_iv,20
281,0.5,7.114306,4.9891505,2.1006553,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_21.txt,scbf_6_iv,21
282,0.5,7.1170864,4.8663077,2.1573567,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_22.txt,scbf_6_iv,22
283,0.5,7.119192,4.7720737,2.2031765,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_23.txt,scbf_6_iv,23
284,0.5,7.1229305,4.6014447,2.2918704,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_24.txt,scbf_6_iv,24
285,0.5,7.1257725,4.4680157,2.3670235,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_25.txt,scbf_6_iv,25
286,0.5,7.1348715,4.001798,2.6819658,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_26.txt,scbf_6_iv,26
287,0.5,7.1423316,3.4697917,3.2117364,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_27.txt,scbf_6_iv,27
288,0.5,7.1435266,3.2123134,3.6166012,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_28.txt,scbf_6_iv,28
289,0.5,7.143305,3.1468186,3.7533872,260.0,extra/structural_analysis/results/site_hazard/scbf_6_iv/,required_records_hz_29.txt,scbf_6_iv,29
290,0.75,6.247858,45.136467,-0.3565718,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_1.txt,scbf_9_ii,1
291,0.75,6.601211,28.22232,0.0051185405,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_2.txt,scbf_9_ii,2
292,0.75,6.782385,21.991953,0.22856997,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_3.txt,scbf_9_ii,3
293,0.75,6.890027,18.211988,0.38277256,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_4.txt,scbf_9_ii,4
294,0.75,6.9627876,15.372036,0.5128593,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_5.txt,scbf_9_ii,5
295,0.75,7.009892,13.321918,0.62350655,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_6.txt,scbf_9_ii,6
296,0.75,7.0471525,11.54277,0.740758,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_7.txt,scbf_9_ii,7
297,0.75,7.0727534,10.22772,0.8480374,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_8.txt,scbf_9_ii,8
298,0.75,7.090749,9.257493,0.94404024,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_9.txt,scbf_9_ii,9
299,0.75,7.1066875,8.36997,1.0496627,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_10.txt,scbf_9_ii,10
300,0.75,7.1179605,7.7302175,1.1401514,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_11.txt,scbf_9_ii,11
301,0.75,7.127195,7.2020497,1.2268682,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_12.txt,scbf_9_ii,12
302,0.75,7.136213,6.6862597,1.325154,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_13.txt,scbf_9_ii,13
303,0.75,7.1422005,6.3457866,1.3993614,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_14.txt,scbf_9_ii,14
304,0.75,7.147895,6.0249395,1.477768,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_15.txt,scbf_9_ii,15
305,0.75,7.153868,5.6929297,1.5695709,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_16.txt,scbf_9_ii,16
306,0.75,7.158085,5.4621444,1.6412101,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_17.txt,scbf_9_ii,17
307,0.75,7.161218,5.292929,1.6986259,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_18.txt,scbf_9_ii,18
308,0.75,7.1654243,5.069137,1.7820885,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_19.txt,scbf_9_ii,19
309,0.75,7.1691117,4.876243,1.8622073,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_20.txt,scbf_9_ii,20
310,0.75,7.1718063,4.737295,1.9255123,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_21.txt,scbf_9_ii,21
311,0.75,7.1738334,4.633797,1.976195,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_22.txt,scbf_9_ii,22
312,0.75,7.175699,4.5392447,2.0254729,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_23.txt,scbf_9_ii,23
313,0.75,7.1785917,4.393816,2.1076055,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_24.txt,scbf_9_ii,24
314,0.75,7.180726,4.287048,2.1735487,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_25.txt,scbf_9_ii,25
315,0.75,7.1880426,3.9156141,2.453019,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_26.txt,scbf_9_ii,26
316,0.75,7.1943254,3.500424,2.9211051,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_27.txt,scbf_9_ii,27
317,0.75,7.193978,3.294119,3.276066,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_28.txt,scbf_9_ii,28
318,0.75,7.188404,3.1357424,3.6610725,260.0,extra/structural_analysis/results/site_hazard/scbf_9_ii/,required_records_hz_29.txt,scbf_9_ii,29
319,0.75,6.247858,45.136467,-0.3565718,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_1.txt,scbf_9_iv,1
320,0.75,6.601211,28.22232,0.0051185405,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_2.txt,scbf_9_iv,2
321,0.75,6.782385,21.991953,0.22856997,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_3.txt,scbf_9_iv,3
322,0.75,6.890027,18.211988,0.38277256,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_4.txt,scbf_9_iv,4
323,0.75,6.9627876,15.372036,0.5128593,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_5.txt,scbf_9_iv,5
324,0.75,7.009892,13.321918,0.62350655,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_6.txt,scbf_9_iv,6
325,0.75,7.0471525,11.54277,0.740758,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_7.txt,scbf_9_iv,7
326,0.75,7.0727534,10.22772,0.8480374,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_8.txt,scbf_9_iv,8
327,0.75,7.090749,9.257493,0.94404024,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_9.txt,scbf_9_iv,9
328,0.75,7.1066875,8.36997,1.0496627,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_10.txt,scbf_9_iv,10
329,0.75,7.1179605,7.7302175,1.1401514,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_11.txt,scbf_9_iv,11
330,0.75,7.127195,7.2020497,1.2268682,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_12.txt,scbf_9_iv,12
331,0.75,7.136213,6.6862597,1.325154,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_13.txt,scbf_9_iv,13
332,0.75,7.1422005,6.3457866,1.3993614,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_14.txt,scbf_9_iv,14
333,0.75,7.147895,6.0249395,1.477768,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_15.txt,scbf_9_iv,15
334,0.75,7.153868,5.6929297,1.5695709,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_16.txt,scbf_9_iv,16
335,0.75,7.158085,5.4621444,1.6412101,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_17.txt,scbf_9_iv,17
336,0.75,7.161218,5.292929,1.6986259,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_18.txt,scbf_9_iv,18
337,0.75,7.1654243,5.069137,1.7820885,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_19.txt,scbf_9_iv,19
338,0.75,7.1691117,4.876243,1.8622073,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_20.txt,scbf_9_iv,20
339,0.75,7.1718063,4.737295,1.9255123,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_21.txt,scbf_9_iv,21
340,0.75,7.1738334,4.633797,1.976195,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_22.txt,scbf_9_iv,22
341,0.75,7.175699,4.5392447,2.0254729,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_23.txt,scbf_9_iv,23
342,0.75,7.1785917,4.393816,2.1076055,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_24.txt,scbf_9_iv,24
343,0.75,7.180726,4.287048,2.1735487,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_25.txt,scbf_9_iv,25
344,0.75,7.1880426,3.9156141,2.453019,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_26.txt,scbf_9_iv,26
345,0.75,7.1943254,3.500424,2.9211051,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_27.txt,scbf_9_iv,27
346,0.75,7.193978,3.294119,3.276066,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_28.txt,scbf_9_iv,28
347,0.75,7.188404,3.1357424,3.6610725,260.0,extra/structural_analysis/results/site_hazard/scbf_9_iv/,required_records_hz_29.txt,scbf_9_iv,29
348,0.5,6.186371,41.159878,-0.3833517,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_1.txt,brbf_3_ii,1
349,0.5,6.513656,25.850988,0.04889513,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_2.txt,brbf_3_ii,2
350,0.5,6.6827655,20.493635,0.30477813,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_3.txt,brbf_3_ii,3
351,0.5,6.79181,17.082706,0.48776266,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_4.txt,brbf_3_ii,4
352,0.5,6.864257,14.675897,0.631182,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_5.txt,brbf_3_ii,5
353,0.5,6.9148703,12.891258,0.75393635,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_6.txt,brbf_3_ii,6
354,0.5,6.952431,11.504309,0.866255,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_7.txt,brbf_3_ii,7
355,0.5,6.984629,10.272626,0.98528177,260.0,extra/structural_analysis/results/site_hazard/brbf_3_ii/,required_records_hz_8.txt,brbf_3_ii,8
