T,Sa
0.01,0.9903971892601133
0.02,1.00353389432616
0.03,1.0520618099547718
0.05,1.07668911354225
0.075,1.3292176349344418
0.1,1.6470560583510232
0.15,2.008305774546636
0.2,2.1774794014934566
0.25,2.240914171840894
0.3,2.2436660202689636
0.4,2.1683105878800677
0.5,2.052726266372178
0.75,1.6312761524838042
1.0,1.3479817397085525
1.5,0.9413548168611833
2.0,0.7115617729917211
3.0,0.46641535967495085
4.0,0.32094401863805744
5.0,0.23925017113789565
7.5,0.12700104286574157
10.0,0.07657616706041238
