T,Sa
0.01,2.5013966130223504
0.02,2.5671762102525455
0.03,2.8043540247258916
0.05,2.472521742508504
0.075,3.1276752631209597
0.1,4.203473161065062
0.15,5.338705121510865
0.2,5.6855423668433644
0.25,5.454955099839979
0.3,4.959655125731598
0.4,4.573236491274205
0.5,4.3362652542895
0.75,3.4696579448435583
1.0,2.961578953321263
1.5,2.141316803443977
2.0,1.6564044101051978
3.0,1.099018008898857
4.0,0.7470122961352651
5.0,0.5590967821962373
7.5,0.2972614199724068
10.0,0.17954012364632496
