T,Sa
0.01,1.1650379159127295
0.02,1.1829591397599322
0.03,1.2492773693601795
0.05,1.2529874168791375
0.075,1.5525561998099087
0.1,1.9468726280112505
0.15,2.3809356174411977
0.2,2.5626608414658083
0.25,2.6111597980125945
0.3,2.5938049386794435
0.4,2.5089615157020977
0.5,2.384554050374252
0.75,1.908100809868937
1.0,1.589976913886058
1.5,1.1193677306244985
2.0,0.8505362710331815
3.0,0.558896541764216
4.0,0.3832796770847054
5.0,0.28576604321463717
7.5,0.15163151198389987
10.0,0.09149833090219153
