0.1,0.277677334223143
0.12,0.395685303247834
0.14,0.53254548433416
0.16,0.635543538477178
0.19,0.744106691057699
0.22,0.817562952795863
0.26,0.89467134954148
0.3,0.973319916332575
0.36,1.03817392233872
0.42,1.09878393937912
0.48,1.16033009984637
0.5,1.17960633569803
0.55,1.09451965241308
0.667,0.919006543599728
0.8,0.758704790237088
0.9,0.662698982704605
1.1,0.446422341968027
1.3,0.222044131217389
1.5,0.0307952912414263
1.7,-0.137536238817601
2,-0.354810034174279
2.4,-0.627101178473114
2.8,-0.855462423003981
3.2,-1.06341711309891
3.8,-1.34400639060309
4.6,-1.67173161051198
5.5,-2.02155056574409
6,-2.20733596069189
7.5,-2.67681465764585
8.5,-2.96305499232738
10,-3.32825838137821
