0.1,0.241143311464149
0.12,0.359748368939479
0.14,0.493575112026963
0.16,0.590647826770882
0.19,0.687304872963475
0.22,0.749806179847504
0.26,0.812851952129473
0.3,0.876758474829739
0.36,0.77160791161501
0.42,0.683952143397199
0.48,0.611118190718
0.55,0.499540928035538
0.667,0.31737885068059
0.8,0.148217446958991
0.9,0.042519980898577
1.1,-0.183333953160201
1.3,-0.409954513226478
1.5,-0.602545098010166
1.7,-0.772920930265971
2,-0.992278412195311
2.4,-1.26307944681152
2.8,-1.48960830251271
3.2,-1.69373802625948
3.8,-1.96658355545885
4.6,-2.28371214912058
5.5,-2.61751652868863
6,-2.79329606092006
7.5,-3.23768655311896
8.5,-3.51677375060479
10,-3.87391212727103
