0.1,0.407539623280963
0.12,0.526884524908612
0.14,0.665749303521104
0.16,0.766415877816913
0.19,0.86633135398186
0.22,0.933610212853368
0.26,1.00437134847618
0.3,1.07761793990475
0.36,0.967136939174353
0.42,0.875423213539258
0.48,0.800014083367871
0.55,0.685182066522463
0.667,0.497838611185242
0.8,0.324645619607535
0.9,0.21745447072015
1.1,-0.0132460493162885
1.3,-0.245556262698351
1.5,-0.442818689585689
1.7,-0.616862913838993
2,-0.840737924301863
2.4,-1.11765376550694
2.8,-1.34903297865923
3.2,-1.55773454599271
3.8,-1.83687686799151
4.6,-2.1608864663549
5.5,-2.50219581008158
6,-2.68202500753398
7.5,-3.13595895636546
8.5,-3.4167552478338
10,-3.77542303008346
