0.1,0.540248229329136
0.12,0.506018026028107
0.14,0.45789714788799
0.16,0.409533439527948
0.19,0.337875177682185
0.22,0.27469353967685
0.26,0.186351220378096
0.3,1e-05
0.36,0.211822336939903
0.42,0.287083300283314
0.48,0.340413222763642
0.55,0.387630380892464
0.667,0.446126850828349
0.8,0.497225772601501
0.9,0.530985435192233
1.1,0.57558584914667
1.3,0.600029004883093
1.5,0.618212109892674
1.7,0.632969438754467
2,0.6498702765321
2.4,0.667162514293095
2.8,0.679857949743182
3.2,0.687775376009988
3.8,0.693890270378935
4.6,0.698053120154748
5.5,0.696846127909934
6,0.694390202117862
7.5,0.687098859355854
8.5,0.670706092044332
10,0.649020193817
